"site","year","conc.1hr","conc.ann"
"220511001",2009,48,7.69
"220511001",2010,47,7.76
"220511001",2011,50.7,7.89
"220511001",2012,45.9,7.79
"220511001",2013,46.1,6.43
"220511001",2014,42,6.7
"220511001",2015,45.3,6.29
"220511001",2016,38.7,6.65
"220511001",2017,37.4,6.03
"220511001",2018,37.2,5.5
"220511001",2019,35.7,5.42
"220511001",2020,34.3,4.58
"220511001",2021,36.5,5.33
"220511001",2022,39.7,5.64
"220630002",1992,29,4.97
"220630002",1993,37,7.5
"220630002",1994,30,6.16
"220630002",1995,27,4.38
"220630002",1996,27,5.31
"220630002",1997,29,6
"220630002",1998,29,5.69
"220630002",1999,29,4.35
"220630002",2000,28,4.85
"220630002",2001,28,4.72
"220630002",2002,26,4.4
"220630002",2003,22,4.69
"220630002",2004,22,3.85
"220630002",2005,21,3.88
"220630002",2006,23,3.77
"220630002",2007,22,4.34
"220630002",2008,19,3.51
"220630002",2009,18,3.58
"220630002",2010,20,2.91
"220630002",2011,19.5,2.87
"220630002",2012,16.8,2.45
"220630002",2013,16.2,3.26
"220630002",2014,17.2,3.06
"220630002",2015,15.7,4.01
"220630002",2016,15,2.76
"220630002",2017,14.7,2.51
"220630002",2018,12.5,2.25
"220630002",2019,13.1,2.22
"220630002",2020,11.7,1.83
"220630002",2021,12.6,1.9
"220630002",2022,15.2,2.26
"220710012",1981,146,12.47
"220710012",1983,82,24
"220710012",1984,92,25.75
"220710012",1985,77,23.26
"220710012",1986,85,24.92
"220710012",1987,88,26.37
"220710012",1988,76,23.89
"220710012",1989,76,21.97
"220710012",1990,75,20.31
"220710012",1991,75,19.3
"220710012",1992,70,22.85
"220710012",1993,66,19.13
"220710012",1994,67,20.15
"220710012",1995,68,21.26
"220710012",1996,61,17.88
"220710012",1997,66,18.16
"220710012",1998,69,20.45
"220710012",1999,75,22.25
"220710012",2000,67,19.43
"220710012",2001,63,19.58
"220710012",2002,58,16.57
"220710012",2003,59,15.22
"220710012",2004,54,15.86
"220710021",2014,48,11.74
"220710021",2015,49,10.18
"220710021",2016,45,10.5
"220710021",2017,45,10.12
"220710021",2018,44.7,9.55
"220710021",2019,42.8,9.54
"220710021",2020,43,8.18
"220710021",2021,41.5,9.37
"220710021",2022,49.5,9.49
"220730002",1992,50,9.17
"220730002",1993,48,9.19
"220770001",1993,38,6.71
"220770001",1994,36,7.59
"220770001",1995,37,6.76
"220770001",1996,33,6.74
"220770001",1997,32,6.17
"220770001",1998,36,7.33
"220770001",1999,40,8.93
"220930002",1993,55,12.15
"220930002",1994,52,12.18
"220930002",1995,49,12.39
"220930002",1996,47,13.31
"220930002",1997,48,11.45
"220930002",1998,49,10.54
"220930002",1999,50,12.49
"221010003",1993,53,13.11
"221010003",1994,48,11.72
"221210001",1983,79,20.39
"221210001",1984,81,22.52
"221210001",1985,81,20.13
"221210001",1986,81,18.4
"221210001",1987,77,18.82
"221210001",1988,64,17.44
"221210001",1989,77,15.28
"221210001",1990,66,14.45
"221210001",1991,66,14.79
"221210001",1992,66,15.85
"221210001",1993,58,12.01
"221210001",1994,52,15.63
"221210001",1995,55,15.78
"221210001",1996,56,15.4
"221210001",1997,59,13.48
"221210001",1998,62,15.21
"221210001",1999,63,15.48
"221210001",2000,65,16.75
"221210001",2001,64,16.15
"221210001",2002,54,15.74
"221210001",2003,58,14.7
"221210001",2004,57,13.85
"221210001",2005,53,14.06
"221210001",2006,55,13.45
"221210001",2007,51,12.99
"221210001",2008,51,11.98
"221210001",2009,60,11.53
"221210001",2010,49,11.31
"221210001",2011,43.9,10.13
"221210001",2012,42.5,10.35
"221210001",2013,39.5,9.05
"221210001",2014,42.6,9.18
"221210001",2015,40.4,8.91
"221210001",2016,40.2,9.34
"221210001",2017,41.5,9.38
"221210001",2018,41.9,9.77
"221210001",2019,40.5,9.19
"221210001",2020,35.7,6.71
"221210001",2021,37.3,7.65
"221210001",2022,41.5,7.81
"230031100",2006,22.5,2.33
"230031100",2007,24.2,2.79
"230031100",2008,27.5,3.04
"230031100",2009,24.2,2.48
"230031100",2010,19.3,2.03
"230031100",2011,25.4,2.03
"230031100",2012,23.8,2.16
"230031100",2013,19.2,1.9
"230031100",2014,19,1.94
"230031100",2015,22.1,1.9
"230031100",2016,18.2,1.69
"230031100",2017,18.8,1.77
"230031100",2018,23.5,2.13
"230031100",2019,24,1.89
"230031100",2021,19.1,1.62
"230050014",1990,55,17.19
"230050014",1991,49,16.11
"230050014",1992,47,13.89
"230050027",2002,58,18.77
"230050027",2003,54,16.55
"230050027",2004,48,15.24
"230050027",2005,54,16.58
"230050027",2006,49,13.44
"230050029",2008,50,11.52
"230050029",2009,46,10.65
"230050029",2010,44,9.76
"230050029",2011,41,9.16
"230050029",2012,43.2,9.77
"230050029",2013,46.3,8.42
"230050029",2014,45.9,7.34
"230050029",2015,61.7,7.77
"230050029",2016,40,6.1
"230050029",2017,49.4,7.61
"230050029",2018,47.6,7.69
"230050029",2019,39.7,6.96
"230050029",2020,46.8,6.41
"230050029",2021,38.6,6.42
"230050029",2022,41.7,6.35
"230112005",2012,23.3,3.99
"230112005",2013,31.4,4.5
"230112005",2017,30.2,3.25
"230112005",2018,27.8,3.3
"230112005",2019,26.7,2.8
"230313002",1996,49,10.43
"230313002",1997,47,10.85
"230313002",1998,45,10.04
"230313002",2000,47,9.85
"230313002",2001,48,8.68
"230313002",2002,44,9.14
"230313002",2003,46,8.66
"240030019",1985,64,19.63
"240030019",1986,66,18.81
"240030019",1987,66,19.62
"240030019",1988,58,17.63
"240030019",1989,57,17.86
"240050009",2016,50.3,15.86
"240050009",2017,42,14.45
"240050009",2018,44,14
"240050009",2019,41.1,14.07
"240050009",2020,39.3,13.23
"240050009",2021,41.4,14.32
"240050009",2022,41.5,14.47
"240050010",1981,67,14.44
"240050010",1982,112,18.16
"240050010",1983,123,16.96
"240053001",1981,88,24.75
"240053001",1982,81,25.51
"240053001",1983,84,25.41
"240053001",1985,81,26.65
"240053001",1986,81,26.71
"240053001",1987,83,26.73
"240053001",1988,91,25.95
"240053001",1989,76,25.48
"240053001",1990,83,24.84
"240053001",1991,78,24.96
"240053001",1992,70,22.29
"240053001",1993,65,21.53
"240053001",1994,72,23.96
"240053001",1998,65,20.01
"240053001",1999,68,20.29
"240053001",2000,61,17.28
"240053001",2001,64,19.22
"240053001",2002,58,18.1
"240053001",2003,60,17.85
"240053001",2004,54,15.41
"240053001",2005,56,14.77
"240053001",2007,54,14.28
"240053001",2008,51,13.78
"240053001",2009,50,12.18
"240053001",2010,54,13.15
"240053001",2011,47,12.55
"240053001",2012,43,11.59
"240053001",2013,43.2,11.05
"240053001",2014,46.4,11.08
"240053001",2015,48.3,11.36
"240053001",2016,48.8,10.44
"240053001",2017,42.4,9.87
"240053001",2018,38.7,9.2
"240053001",2019,41.4,9.02
"240053001",2020,36.7,8.18
"240053001",2021,37.6,8.93
"240053001",2022,38.1,9.22
"240230002",2014,15.4,2.63
"240230002",2015,12.7,2.33
"240230002",2016,11.1,1.92
"240230002",2017,9.2,1.73
"240230002",2018,8.8,1.66
"240230002",2020,9.2,1.76
"240230002",2021,7.8,1.89
"240230002",2022,9.1,1.41
"240251001",1983,66,15.4
"240270006",2014,50.6,17.8
"240270006",2015,50.9,17.55
"240270006",2016,51.1,17.37
"240270006",2017,47.5,15.95
"240270006",2018,42.3,16.39
"240270006",2019,37.5,16.41
"240270006",2020,40.1,14.37
"240270006",2021,46.2,15.77
"240270006",2022,43.9,15.33
"240330002",1981,85,17.01
"240330030",2006,44,10.92
"240330030",2007,41,11.13
"240330030",2012,35.7,8.72
"240330030",2013,36.7,7.98
"240330030",2014,39.2,7.95
"240330030",2015,41.8,8.17
"240330030",2016,39.3,7.79
"240330030",2017,35.1,6.57
"240330030",2018,32.8,6.22
"240330030",2019,36.8,5.44
"240330030",2020,32,5.46
"240330030",2021,33.9,6.27
"240330030",2022,36.3,6.39
"240338001",1982,78,20.31
"245100011",1980,98,29.19
"245100018",1981,95,30.47
"245100040",1983,98,27.77
"245100040",1985,107,35.65
"245100040",1986,113,35.68
"245100040",1987,96,34.92
"245100040",1988,101,34.25
"245100040",1989,90,35.05
"245100040",1990,86,33.67
"245100040",1991,83,33.13
"245100040",1992,82,30.6
"245100040",1993,86,32.59
"245100040",1994,87,31.73
"245100040",1995,66,26.24
"245100040",1996,65,26.9
"245100040",1997,65,25.61
"245100040",1998,69,25.8
"245100040",1999,70,23.9
"245100040",2000,65,23.49
"245100040",2001,68,23.28
"245100040",2002,70,24.73
"245100040",2003,76,25.84
"245100040",2004,58,22.9
"245100040",2005,74,21.67
"245100040",2006,63,20.81
"245100040",2008,52,18.52
"245100040",2009,59,18.31
"245100040",2010,61,17.55
"245100040",2011,54,18.03
"245100040",2012,56,16.38
"245100040",2013,46.7,14.57
"245100040",2014,51.8,15.59
"245100040",2015,54.1,16.13
"245100040",2016,54.8,15.19
"245100040",2017,49,13.68
"245100040",2018,47.6,12.56
"245100040",2019,48.5,11.91
"245100040",2020,47.7,11.83
"245100040",2021,51.1,12.4
"245100050",1996,63,20.86
"245105253",2022,43.4,9.01
"250010002",1998,38,3.25
"250010002",2001,26,2.3
"250051002",1983,66,13.56
"250051004",1984,67,14.41
"250051004",1985,57,16.99
"250051005",1997,41,8.91
"250051005",1998,35,7.83
"250090005",1984,92,21.77
"250090005",1985,67,21.42
"250092006",1994,64,18.16
"250092006",1995,60,16.4
"250092006",1996,67,15.78
"250092006",1997,55,14.76
"250092006",1998,59,14.6
"250092006",2001,47,11.66
"250092006",2002,41,10.92
"250092006",2003,43,10.86
"250092006",2004,36,8.88
"250092006",2005,45,9.91
"250092006",2006,42,9.72
"250092006",2007,43,8.54
"250092006",2008,39,7.89
"250092006",2009,42,7.33
"250092006",2010,42.4,7.3
"250092006",2011,47,10.26
"250092006",2012,42,8.31
"250092006",2013,39,7.22
"250092006",2014,42,7.11
"250092006",2015,41,6.81
"250092006",2016,32,5.2
"250092006",2017,32,4.4
"250092006",2018,34,4.36
"250092006",2019,35.4,5.33
"250092006",2021,29.6,4.12
"250094004",1995,40,6.29
"250094004",1996,42,6.26
"250094004",1997,36,6.41
"250094004",1998,34,5.83
"250094004",2001,37,7.01
"250094005",2012,23,3.49
"250094005",2013,29,4.17
"250094005",2014,25,3.85
"250094005",2015,24,3.96
"250094005",2016,25,2.72
"250094005",2017,21,2.5
"250095005",2005,43,9.65
"250095005",2006,39,8.57
"250095005",2007,40,8.6
"250095005",2008,38,8.29
"250095005",2009,39,7.7
"250095005",2010,40.1,6.99
"250095005",2011,46,8.72
"250095005",2012,32,6.59
"250130003",1996,58,12.32
"250130003",1997,52,11.06
"250130003",1998,63,11.49
"250130003",2001,45,9.85
"250130008",1994,71,16.34
"250130008",1995,60,15.33
"250130008",1996,64,16.04
"250130008",1997,51,12.35
"250130008",1998,52,12.36
"250130008",2001,58,14.4
"250130008",2002,52,15.87
"250130008",2003,53,12.58
"250130008",2004,40,8.73
"250130008",2005,43,9.4
"250130008",2006,44,9.49
"250130008",2007,43,9.13
"250130008",2008,42,8.4
"250130008",2009,41,7.77
"250130008",2010,35,6.19
"250130008",2011,49,8.37
"250130008",2012,36,6.72
"250130008",2013,38,6.83
"250130008",2014,41,7.11
"250130008",2015,42,7.21
"250130008",2016,37,6.32
"250130008",2017,37,5.34
"250130008",2018,37,5.24
"250130008",2019,32,4.45
"250130008",2020,33,4.3
"250130008",2021,31,4.46
"250130008",2022,37,5.18
"250130015",1983,90,24.64
"250130015",1984,135,25.01
"250130015",1985,75,24.09
"250130015",1986,85,21.82
"250130015",1987,85,22.27
"250130016",1989,82,28.73
"250130016",1990,80,26.36
"250130016",1991,77,25.66
"250130016",1992,66,24.41
"250130016",1993,77,24.65
"250130016",1994,87,29.18
"250130016",1995,68,22.45
"250130016",1996,65,23.85
"250130016",1997,61,21.81
"250130016",1998,59,20.36
"250130016",1999,79,21.49
"250130016",2000,70,25.61
"250130016",2001,68,22.89
"250130016",2002,61,21.29
"250130016",2003,63,20.18
"250130016",2004,50,17.47
"250130016",2005,48,17.13
"250130016",2006,45,14.95
"250130016",2007,47,15.28
"250130016",2008,51,16.58
"250130016",2009,49,14.92
"250130016",2010,48,14.54
"250130016",2011,54,15.98
"250130016",2012,40,13.79
"250130016",2013,45,13.58
"250130016",2014,42,13.35
"250130016",2015,51,13.35
"250130016",2016,38,11.09
"250130016",2017,44,12.01
"250130018",2019,44,10.41
"250130018",2020,44,9.68
"250130018",2021,40,9.45
"250130018",2022,40,9.51
"250154002",1986,55,8.63
"250154002",1987,49,7.52
"250154002",1988,64,8.57
"250154002",1989,51,8.23
"250154002",1990,55,9.1
"250154002",1991,53,9
"250154002",1992,46,7.73
"250154002",1993,41,6.47
"250154002",1994,61,8.35
"250154002",1995,40,7.01
"250154002",1996,41,7.48
"250154002",1997,45,8.84
"250154002",1998,39,5.32
"250154002",1999,46,6.75
"250154002",2000,44,5.04
"250154002",2001,44,7.14
"250154002",2002,43,6.52
"250154002",2003,35,5.17
"250154002",2004,37,4.21
"250154002",2005,37,4.78
"250154002",2006,32,4.04
"250154002",2007,29,3.37
"250154002",2008,32,4.49
"250154002",2009,27,3.01
"250154002",2010,26,2.67
"250154002",2011,39,3.52
"250154002",2012,17,2.68
"250154002",2013,28,3.19
"250154002",2014,17,2.78
"250154002",2015,28,2.52
"250154002",2016,30,2.81
"250154002",2017,20,2.17
"250154002",2018,23,2.27
"250154002",2019,20,1.83
"250154002",2020,23,2.2
"250154002",2021,17,1.71
"250154002",2022,17,1.94
"250170010",2019,41,10.47
"250170010",2020,39,10.99
"250170010",2021,42,10.83
"250170010",2022,41,11.47
"250210008",1988,64,18.9
"250210008",1989,71,20.23
"250210008",1990,60,17.36
"250210008",1991,55,17.14
"250210008",1992,56,17.71
"250210009",1988,83,27.18
"250210009",1989,77,26.08
"250210009",1990,69,24.46
"250210009",1991,71,24.13
"250210009",1992,74,23.21
"250210009",1993,70,24.36
"250210009",1994,69,23.13
"250210009",1995,61,21.49
"250212005",2022,38,5.23
"250213003",2014,28,4.64
"250213003",2015,32,4.98
"250213003",2016,30,3.79
"250213003",2017,29,3.72
"250213003",2018,32,4.09
"250213003",2019,25,3.48
"250213003",2020,25,3.46
"250213003",2021,26,3.3
"250213003",2022,25,3.01
"250250002",1981,125,40.58
"250250002",1983,95,25.5
"250250002",1984,161,44.09
"250250002",1985,99,39.75
"250250002",1986,122,33.36
"250250002",1987,104,38.26
"250250002",1989,84,32.3
"250250002",1990,75,30.28
"250250002",1991,86,34.47
"250250002",1992,95,32.79
"250250002",1993,83,33.96
"250250002",1994,89,34.55
"250250002",1995,68,30.53
"250250002",1996,77,31.05
"250250002",1997,76,30.42
"250250002",1998,81,30.7
"250250002",1999,77,29.66
"250250002",2000,69,28.95
"250250002",2001,71,29.65
"250250002",2002,61,25.26
"250250002",2004,60,25
"250250002",2005,61,23.4
"250250002",2006,55,22.53
"250250002",2007,55,20.58
"250250002",2008,59,21.93
"250250002",2009,54,20.13
"250250002",2010,51.5,19.1
"250250002",2011,52.9,20.36
"250250002",2012,49,19.1
"250250002",2013,48,17.78
"250250002",2014,49,17.17
"250250002",2015,56,17.3
"250250002",2016,47,15.04
"250250002",2017,46,13.23
"250250002",2018,45,13.13
"250250002",2019,44,12.42
"250250002",2020,42,10.32
"250250002",2021,43,10.12
"250250002",2022,43,11.51
"250250021",1981,90,29.64
"250250021",1982,75,23.02
"250250021",1983,114,25.27
"250250021",1984,116,32.21
"250250021",1985,87,30.37
"250250021",1986,93,33.49
"250250021",1987,89,34.11
"250250021",1988,96,33.34
"250250021",1989,81,32.11
"250250021",1990,85,31.59
"250250021",1991,76,31.82
"250250021",1992,78,29.49
"250250021",1993,80,31.46
"250250021",1994,75,29.56
"250250021",1995,70,27.35
"250250021",1996,100,27.9
"250250021",1997,72,26.97
"250250021",1998,74,27.51
"250250021",1999,76,26.81
"250250021",2000,65,21.66
"250250021",2001,50,20.52
"250250021",2002,63,23.02
"250250026",1983,83,14.82
"250250035",1988,74,26.12
"250250035",1989,70,23.48
"250250035",1990,64,23.64
"250250035",1991,69,23.35
"250250035",1992,64,23.09
"250250035",1993,73,23.6
"250250035",1994,71,24.67
"250250035",1995,59,22.5
"250250036",1988,76,26.48
"250250036",1989,77,26.16
"250250036",1990,65,23.01
"250250036",1991,65,22.16
"250250036",1992,64,22.54
"250250036",1993,72,23.09
"250250036",1994,72,23.86
"250250036",1995,67,22.14
"250250037",1986,73,22.07
"250250037",1987,92,25.3
"250250037",1988,86,25.08
"250250037",1990,62,19.21
"250250040",1993,76,23.16
"250250040",1994,73,24.11
"250250040",1995,66,21.71
"250250040",1996,71,23.04
"250250040",1997,69,22.15
"250250040",1998,67,22.61
"250250040",1999,68,21.11
"250250040",2000,67,20.47
"250250040",2001,72,22.62
"250250040",2002,69,20.66
"250250040",2003,80,21.17
"250250040",2004,71,16.31
"250250040",2005,68,18.03
"250250040",2008,60,16.34
"250250040",2009,58,14.87
"250250040",2010,47,12.72
"250250040",2011,53,13.46
"250250040",2012,43,9.73
"250250040",2013,47,12.23
"250250041",2001,51,11.62
"250250042",2001,66,25.4
"250250042",2002,62,24.12
"250250042",2003,57,22.48
"250250042",2004,43,16.85
"250250042",2005,49,18.74
"250250042",2006,50,18.65
"250250042",2007,53,19.62
"250250042",2008,56,19.69
"250250042",2009,54,18.05
"250250042",2010,53,17.05
"250250042",2011,52,18.49
"250250042",2012,44,15.8
"250250042",2013,50,17.44
"250250042",2014,51,15.76
"250250042",2015,53,14.97
"250250042",2016,49,13.2
"250250042",2017,46,11.22
"250250042",2018,48,11.19
"250250042",2019,49,11.18
"250250042",2020,42,9.34
"250250042",2021,44,9.56
"250250042",2022,46,9.97
"250250044",2014,53,17.49
"250250044",2015,51,16.37
"250250044",2016,47,14.85
"250250044",2017,44,13.76
"250250044",2018,44,13.45
"250250044",2019,49,14.17
"250250044",2020,46,12.48
"250250044",2021,45,12.26
"250250044",2022,47,11.25
"250251003",1984,90,21.81
"250251003",1985,72,24.16
"250251003",1986,121,24.57
"250251003",1987,76,24.27
"250251003",1988,90,26.25
"250251003",1989,95,29.57
"250251003",1990,78,26.08
"250251003",1991,80,26.55
"250251003",1992,72,24.14
"250251003",1993,77,24.78
"250251003",1994,74,25.61
"250251003",1995,67,22.62
"250251003",1996,77,24.63
"250251003",1997,68,21.79
"250251003",1998,69,23.39
"250251003",1999,65,20.56
"250270019",1982,70,18.2
"250270019",1983,80,17.94
"250270020",1987,134,33.9
"250270020",1988,97,28.78
"250270020",1989,78,25.77
"250270020",1990,66,22.16
"250270020",1991,62,22.91
"250270020",1992,68,24.41
"250270020",1993,91,28.18
"250270020",1994,67,24.85
"250270020",1995,61,20.64
"250270020",1996,59,19.3
"250270020",1997,77,19.25
"250270020",1998,55,18.61
"250270020",1999,67,19.84
"250270020",2000,58,18.18
"250270020",2001,64,20.02
"250270020",2002,62,17.28
"250270023",2004,49,15.68
"250270023",2005,50,14.81
"250270023",2006,43,15.16
"250270023",2007,42,15.67
"250270023",2008,48,14.67
"250270023",2009,49,14.34
"250270023",2010,48.4,13.99
"250270023",2011,62,17.34
"250270023",2012,45,12.78
"250270023",2013,48,11.8
"250270023",2014,49,13.01
"250270023",2015,55,13.39
"250270023",2016,49,12.21
"250270023",2017,49,11.45
"250270023",2019,48,10.49
"250270023",2020,45,10.11
"250270023",2021,44,9.32
"250270023",2022,48,10.1
"260430901",1985,37.7,5.6
"260430901",1986,39.8,6.48
"260430901",1987,36.1,5.48
"260430901",1988,37.1,6.77
"260430901",1989,44,7.32
"260430901",1990,38,6.93
"260430901",1991,39,7.02
"260430901",1992,37,6.8
"260430902",1985,29.2,4
"260430902",1986,35,5.15
"260430902",1987,29.7,3.62
"260430902",1988,32.9,5.74
"260430902",1989,33,5.69
"260430902",1990,26,5.45
"260430902",1991,29,5.16
"260430902",1992,32,5.8
"260630904",1980,35,5.53
"260630905",1980,45.1,5.81
"260650012",2001,51,13.02
"260650012",2011,38.3,7.45
"260650012",2012,35,7.19
"260650012",2013,37,6.61
"260650012",2014,39,6.97
"260650012",2015,38,6.94
"260650012",2016,38,6.6
"260650012",2017,36.4,6.45
"260650018",2019,43.7,6.91
"260650018",2020,33,5.73
"260650018",2021,37.6,6.28
"260650018",2022,36.8,6.05
"260770905",1992,49,13.56
"260770905",1993,50,14.54
"260770905",1994,58,15.98
"260770905",1995,54,14.07
"260810020",2002,62,16.88
"260810020",2003,63,17.52
"260810020",2004,53,14.12
"260810020",2005,60,15.18
"260810020",2006,50,14.22
"260810020",2021,38.7,7.63
"260810020",2022,36.1,7.01
"260990009",1994,50,12.12
"260990009",1996,43,12.04
"260990009",1997,53,12.53
"261110940",1989,43,9.11
"261110940",1990,39,7.78
"261110940",1991,37,8.15
"261110940",1992,37,8
"261110941",1989,38,8.05
"261110941",1990,33,7.16
"261110941",1991,35,7.6
"261110941",1992,37,7.05
"261130001",2000,27,2.48
"261130001",2011,8,1.01
"261130001",2012,9,1.39
"261130001",2013,8,1.36
"261130001",2014,8,1.24
"261130001",2015,7,1.37
"261130001",2016,9,1.69
"261130001",2017,7.1,1.42
"261130001",2018,7.7,1.37
"261130001",2019,8,1.07
"261130001",2020,6.4,1.02
"261130001",2021,7.3,1.02
"261130001",2022,7.5,1.29
"261250902",1985,60,9.07
"261390005",2019,36,5.65
"261390005",2020,28.2,4.71
"261470904",1980,75.9,10.85
"261470904",1981,57.8,12.71
"261470904",1982,62.6,11.1
"261470905",1980,44,7.27
"261470905",1981,52,8.27
"261470905",1982,47.7,7.46
"261590901",1992,35,8.79
"261590901",1993,43,9.25
"261590901",1994,46,9.32
"261590901",1995,40,8.35
"261630015",2019,50.1,14.05
"261630015",2020,38.2,11.23
"261630015",2021,44.6,11.63
"261630015",2022,46.7,10.68
"261630016",1981,101.9,29.73
"261630016",1983,87.6,26.36
"261630016",1984,83.9,25.28
"261630016",1989,78,24.97
"261630016",1990,75,23.96
"261630016",1991,73,21.64
"261630016",1992,64,20.86
"261630016",1993,74,21.66
"261630016",1994,92,24.75
"261630016",1995,66,21.63
"261630016",1996,88,19.75
"261630016",1997,96,25.89
"261630016",1998,91,22.9
"261630016",2000,74,23.93
"261630016",2001,72,23.15
"261630016",2002,69,21.42
"261630016",2003,78,22.02
"261630016",2004,56,18.9
"261630016",2005,60,19.58
"261630016",2006,48,15.88
"261630019",1981,82.8,20.48
"261630019",1991,64,17.66
"261630019",1992,71,19.25
"261630019",1993,75,20.53
"261630019",1994,76,19.9
"261630019",1995,74,18.72
"261630019",1996,90,21.46
"261630019",1997,93,13.13
"261630019",1998,72,18.68
"261630019",1999,63,18.04
"261630019",2001,70,19.04
"261630019",2002,65,18.41
"261630019",2003,60,18.57
"261630019",2004,54,15.15
"261630019",2005,59,17.32
"261630019",2006,47,14
"261630019",2007,48,13.59
"261630019",2008,49,12.78
"261630019",2009,50,12.63
"261630019",2010,54,11.96
"261630019",2011,49,12.07
"261630019",2012,41,11.29
"261630019",2013,41,10.56
"261630019",2014,52,11.91
"261630019",2015,45,11.29
"261630019",2016,42.3,10.2
"261630019",2017,42.1,9.34
"261630019",2018,42.9,9.25
"261630019",2021,39.6,7.63
"261630019",2022,38.3,7.88
"261630020",1980,112,36.02
"261630020",1981,94,32.58
"261630029",1989,81,25.56
"261630093",2012,52,18.67
"261630093",2013,48,18.22
"261630093",2014,51,16.35
"261630093",2015,50,18.13
"261630093",2016,44,16.29
"261630093",2017,43.6,15.92
"261630093",2018,43,15.67
"261630093",2019,45.4,15.55
"261630093",2020,39.1,13.05
"261630093",2021,42.8,13.73
"261630093",2022,42.7,13.67
"261630094",2012,43,12.86
"261630094",2013,43,12.09
"261630094",2014,49,12.3
"261630094",2015,47,12.42
"261630094",2016,40.4,11.24
"261630094",2017,39.6,11.09
"261630094",2018,43.1,10.34
"261630095",2015,48,10.66
"261630095",2016,41,9.43
"261630095",2017,36.7,9.35
"261630095",2018,38,9.56
"261630098",2019,49.6,14.83
"261630098",2020,43.6,12.25
"261630098",2021,47.7,12.56
"261630098",2022,48.2,12.12
"261630099",2019,46.1,13.86
"261630099",2020,39.9,11.94
"261630099",2021,44,12.47
"261630099",2022,44.2,12.32
"261630100",2019,47.3,12.92
"261630100",2020,43.3,11.14
"261630100",2021,47.5,12.55
"261630100",2022,50.8,12.27
"261631010",2016,42.1,12.12
"261631010",2017,41.4,11.53
"261631011",2016,50.3,13.53
"261631011",2017,46.8,13.8
"261631013",2021,49.3,10.76
"261631013",2022,50.5,9.64
"270031002",2003,52,12.19
"270031002",2004,49,10.93
"270031002",2005,48,12.33
"270031002",2006,41,9.47
"270031002",2007,43,9.25
"270031002",2008,51,8.97
"270031002",2009,41,7.43
"270031002",2010,51,9.37
"270031002",2011,46,7.93
"270031002",2012,41,7.74
"270031002",2013,43,7.22
"270031002",2014,50,7.7
"270031002",2015,43.9,6.55
"270031002",2016,38.8,6.02
"270031002",2017,38.4,6.28
"270031002",2018,44.5,7.11
"270031002",2019,40.6,6.67
"270031002",2020,34.3,5.48
"270031002",2021,38.2,6.22
"270031002",2022,39.6,6.41
"270176316",1989,24,4.49
"270176316",1990,30,3.99
"270177416",2003,22,4.81
"270177416",2004,19,2.86
"270177416",2010,14,1.8
"270370020",1995,222,19.12
"270370020",1996,76,15.29
"270370020",1997,49,13.53
"270370020",1998,50,12.88
"270370020",2000,41,12.1
"270370020",2001,46,11.88
"270370020",2002,42,10.38
"270370020",2003,41,11.63
"270370020",2004,39,11.31
"270370020",2005,40,11.18
"270370020",2006,38,11.46
"270370020",2008,37,9.22
"270370020",2009,37,8.55
"270370020",2010,44,9.67
"270370020",2011,37,8.96
"270370020",2012,57,10.7
"270370020",2013,38,8.64
"270370020",2014,35,8.61
"270370020",2015,35,8.13
"270370020",2016,31.6,7.82
"270370020",2017,30.7,7.65
"270370020",2018,37.3,8.17
"270370020",2019,36.2,7.82
"270370020",2020,26.9,6.52
"270370020",2021,31,7.31
"270370020",2022,30.9,7.55
"270370423",1995,43,11.56
"270370423",1996,47,12.2
"270370423",1997,39,9.09
"270370423",1999,41,8.37
"270370423",2000,41,9.41
"270370423",2001,41,8.75
"270370423",2002,33,7.81
"270370423",2003,34,8.18
"270370423",2004,36,7.36
"270370423",2005,37,7.26
"270370423",2006,34,8.03
"270370423",2007,33,8.46
"270370423",2008,32,5.24
"270370423",2009,29,5.28
"270370423",2010,40,6.36
"270370423",2011,30,4.53
"270370423",2012,29,5.24
"270370423",2013,29,5.32
"270370423",2014,28,4.97
"270370423",2015,25,4.68
"270370423",2016,25.7,4.5
"270370423",2017,22.7,3.37
"270370423",2018,28.2,4.74
"270370423",2019,24.5,4.21
"270370423",2020,21.8,4.12
"270370423",2021,25.4,4.38
"270370423",2022,23.9,4.09
"270370480",2015,41.8,7.93
"270370480",2016,39,8.32
"270370480",2017,38.8,8.36
"270370480",2018,47.9,9.01
"270370480",2019,41.4,7.79
"270370480",2020,34.8,7.2
"270370480",2021,40.3,8.34
"270370480",2022,36.9,7.15
"270530050",1983,68,16.77
"270530050",1984,66,14.99
"270530050",1985,66,14.96
"270530050",1986,80,16.25
"270530050",1987,79,19.83
"270530050",1988,77,19.8
"270530953",1990,65,21.67
"270530953",1991,69,23.81
"270530953",1992,75,20.74
"270530953",1993,87,23.54
"270530953",1994,71,25.01
"270530953",1995,69,24.14
"270530957",1997,67,23.07
"270530957",1998,75,25.56
"270530957",1999,70,21.72
"270530957",2000,65,21.52
"270530957",2001,66,21.05
"270530957",2002,69,18.86
"270530962",2014,48,15.86
"270530962",2015,48,13.82
"270530962",2016,42.5,12.58
"270530962",2017,44.4,13.41
"270530962",2018,52.8,13.22
"270530962",2020,41.3,11.39
"270530962",2022,45.5,11.76
