"site","year","conc.1hr","conc.ann"
"060970004",2016,25.3,4.38
"060970004",2017,29.3,4.77
"060970004",2018,40.7,4.38
"060970004",2019,28.2,3.86
"060970004",2020,25,3.85
"060970004",2021,20.1,3.15
"060970004",2022,25.3,3.67
"060972002",1980,100,20.32
"060990001",1980,130,33.81
"060990005",1981,90,21.87
"060990005",1982,90,26.11
"060990005",1983,80,23.1
"060990005",1984,70,20.19
"060990005",1985,100,21.51
"060990005",1986,100,23.86
"060990005",1987,90,24.05
"060990005",1988,100,26.63
"060990005",1989,100,26.75
"060990005",1990,90,25.83
"060990005",1991,80,24.19
"060990005",1992,80,21.83
"060990005",1993,80,23.45
"060990005",1994,76,22.5
"060990005",1995,79,21.64
"060990005",1996,72,21.87
"060990005",1997,72,20.8
"060990005",1999,87,21.75
"060990005",2000,61,18.77
"060990005",2001,71,18.42
"060990005",2002,59,17.14
"060990005",2003,65,16.61
"060990005",2004,57,14.7
"060990005",2005,58,14.39
"060990006",1994,66,18.05
"060990006",1995,66,16.9
"060990006",1996,58,16.69
"060990006",1997,70,17.72
"060990006",1998,61,18.12
"060990006",1999,72,18.71
"060990006",2000,55,16.07
"060990006",2001,61,16.65
"060990006",2002,68,17.36
"060990006",2003,58,15
"060990006",2004,55,13.5
"060990006",2005,50,12.73
"060990006",2006,51,12.7
"060990006",2007,46,11.75
"060990006",2008,52,11.68
"060990006",2009,48,11.49
"060990006",2010,39,10.12
"060990006",2011,45,10.82
"060990006",2013,46,10.71
"060990006",2014,47,10.15
"060990006",2015,36,9.2
"060990006",2016,41.6,9.11
"060990006",2017,45.7,9.79
"060990006",2018,47.1,9.69
"060990006",2019,44.3,8.66
"060990006",2020,41.4,9.08
"060990006",2021,34.4,6.91
"060990006",2022,38,8.76
"060991004",1988,50,12.24
"060991004",1989,50,12.94
"060991004",1990,50,12.98
"061010003",1992,70,16.51
"061010003",1993,70,17.45
"061010003",1994,65,15.76
"061010003",1995,66,13.48
"061010003",1996,61,12.26
"061010003",1997,61,14.06
"061010003",1998,51,12.99
"061010003",1999,69,14.03
"061010003",2000,54,13.09
"061010003",2001,59,14.05
"061010003",2002,62,15
"061010003",2003,62,13.88
"061010003",2004,52,11.81
"061010003",2005,51,11.55
"061010003",2006,53,11.53
"061010003",2007,47,12.43
"061010003",2008,54,12.26
"061010003",2009,47,9.2
"061010003",2010,45,7.5
"061010003",2011,44,8.35
"061010003",2012,46,9.56
"061010003",2013,51.6,9.6
"061010003",2014,43.7,8.12
"061010003",2015,39.1,7.11
"061010003",2017,41.7,7.19
"061010003",2018,41.4,7.47
"061010003",2019,40.4,6.5
"061010003",2020,38.4,6.2
"061010003",2021,33.6,5.39
"061010003",2022,36.8,6.6
"061072002",1980,90,25.83
"061072002",1981,90,21.87
"061072002",1982,80,20.45
"061072002",1983,90,20.54
"061072002",1984,90,22.17
"061072002",1985,100,21.87
"061072002",1986,90,24.53
"061072002",1987,90,19.01
"061072002",1988,100,22.46
"061072002",1989,120,20.13
"061072002",1990,90,21.09
"061072002",1991,90,22.4
"061072002",1992,80,19.9
"061072002",1993,90,22.6
"061072002",1994,90,22.84
"061072002",1995,100,23.29
"061072002",1996,66,18.21
"061072002",1997,75,18.78
"061072002",1998,69,16.63
"061072002",1999,83,20.6
"061072002",2000,66,18.34
"061072002",2001,66,17.58
"061072002",2002,81,19
"061072002",2003,74,17.65
"061072002",2004,62,15.74
"061072002",2005,60,15.8
"061072002",2006,57,14.39
"061072002",2007,59,14.8
"061072002",2008,68,14.37
"061072002",2009,57,14.77
"061072002",2010,56,12.51
"061072002",2011,50,11.79
"061072002",2012,53,12.08
"061072002",2013,53.2,12.7
"061072002",2014,54.1,10.43
"061072002",2015,45.6,9.7
"061072002",2016,45.9,8.94
"061072002",2017,55.6,10.85
"061072002",2018,52.9,10.77
"061072002",2019,55,9.56
"061072002",2020,48.1,9.43
"061072002",2021,39.4,8.46
"061072003",2022,41.6,8.27
"061110005",1984,30,9.4
"061110005",1985,30,6.37
"061110005",1986,30,5.98
"061110005",1987,30,5.14
"061110005",1988,30,7.25
"061110005",1989,40,7.87
"061110005",1990,30,9.01
"061110005",1991,30,8.14
"061110005",1992,30,8.8
"061110005",1993,30,4.74
"061110005",1994,32,4.2
"061110005",1995,26,4.67
"061110005",1996,21,4.28
"061110005",1997,28,4.18
"061110005",1998,25,3.61
"061110005",1999,34,4.69
"061110005",2000,27,4.37
"061110005",2001,18,4.18
"061110007",1993,71,16.91
"061110007",1994,74,20.29
"061110007",1995,73,19.01
"061110007",1996,76,16.77
"061110007",1997,62,15.68
"061110007",1998,62,16.34
"061110007",1999,63,16.8
"061110007",2000,57,16.4
"061110007",2001,55,15.09
"061110007",2002,55,14.44
"061110007",2003,52,14.39
"061111003",1989,50,13.61
"061111003",1990,50,12.67
"061111003",1991,46,12.13
"061111003",1992,40,12.12
"061111003",1993,41,10.88
"061111003",1994,39,10.45
"061111003",1995,41,10.17
"061111004",1997,33,8.05
"061111004",1998,32,7.7
"061111004",1999,36,8.32
"061111004",2000,35,7.82
"061111004",2001,31,7.75
"061111004",2002,30,7.3
"061111004",2003,30,6.63
"061112002",1986,110,27.5
"061112002",1987,90,21.02
"061112002",1988,90,24.03
"061112002",1989,100,27.13
"061112002",1990,90,24.76
"061112002",1991,90,23.84
"061112002",1992,80,21.92
"061112002",1993,82,22.58
"061112002",1994,91,24.3
"061112002",1995,93,24.09
"061112002",1996,83,22.28
"061112002",1997,69,19.9
"061112002",1998,66,18.97
"061112002",1999,74,22.06
"061112002",2000,70,20.2
"061112002",2001,63,18.71
"061112002",2002,61,16.71
"061112002",2003,55,15.2
"061112002",2004,52,13.85
"061112002",2005,52,15.01
"061112002",2006,45,13.13
"061112002",2007,46,12.95
"061112002",2008,46,11.91
"061112002",2009,42,11.1
"061112002",2010,41,10.1
"061112002",2011,36,9.35
"061112002",2012,38,9.69
"061112002",2013,37,8.96
"061112002",2014,41,8.83
"061112002",2015,36,8.47
"061112002",2016,35,8.18
"061112002",2017,37,7.74
"061112002",2018,37,8.47
"061112002",2019,34,7.43
"061112002",2020,34,6.51
"061112002",2021,32,6.67
"061112002",2022,30,6.16
"061112003",1984,70,14.93
"061112003",1985,70,14.75
"061112003",1986,70,15.47
"061112003",1987,70,14.44
"061112003",1988,60,13.3
"061112003",1989,60,13.6
"061112003",1990,80,10.85
"061112003",1991,60,11.92
"061112003",1993,59,11.97
"061112003",1994,51,12.44
"061112003",1995,51,11.1
"061112003",1996,46,10.67
"061112003",1997,49,10.54
"061112003",1998,42,9.24
"061112003",1999,44,9.86
"061112003",2000,47,10.22
"061112003",2001,40,8.65
"061112003",2002,38,9.06
"061112003",2003,44,9.3
"061113001",1984,60,15.03
"061113001",1986,70,16.67
"061113001",1987,60,16.32
"061113001",1988,80,17.44
"061113001",1989,70,17.85
"061113001",1990,70,17.27
"061113001",1991,70,16.1
"061113001",1992,48,13.19
"061113001",1993,61,13.58
"061113001",1994,66,15.13
"061113001",1995,63,15.52
"061113001",1996,54,15.06
"061113001",1997,57,14.34
"061113001",1998,48,13.37
"061113001",1999,55,13.84
"061113001",2000,51,13.84
"061113001",2001,46,11.87
"061113001",2002,40,10.11
"061113001",2003,48,11.2
"061113001",2004,41,11.05
"061113001",2005,42,10.75
"061113001",2006,41,9.84
"061113001",2007,39,9.9
"061113001",2008,39,8.43
"061113001",2009,35,8.07
"061113001",2010,37,7.15
"061113001",2011,37,7.34
"061113001",2012,33,7.18
"061113001",2013,33,6.55
"061113001",2014,30,6.19
"061113001",2015,28,6.08
"061113001",2016,29,5.39
"061113001",2017,29,5.35
"061113001",2018,28,5.39
"061113001",2019,26,4.64
"061113001",2020,24,4.72
"061113001",2021,22,4.39
"061113001",2022,22,4.31
"061113002",1982,90,19.08
"061113002",1983,80,18.14
"061117001",1980,120,26.41
"061117001",1982,110,23.46
"061117001",1984,110,25.69
"061130004",1997,44,9.84
"061130004",1998,48,10.7
"061130004",1999,60,11.75
"061130004",2000,39,10.87
"061130004",2001,50,10.38
"061130004",2002,49,11.72
"061130004",2003,44,10.71
"061130004",2004,41,9.1
"061130004",2005,37,8.74
"061130004",2006,39,8.8
"061130004",2007,38,8.27
"061130004",2008,36,8.61
"061130004",2009,34,7.42
"061130004",2010,31,6.42
"061130004",2011,34,7.38
"061130004",2012,34,7.14
"061130004",2013,34.3,6.58
"061130004",2014,29.9,5.82
"061130004",2015,26.2,5.59
"061130004",2016,26.2,5.62
"061130004",2017,23.9,4.4
"061130004",2018,27,4.25
"061130004",2019,24.1,4.18
"061130004",2020,23.5,4.48
"061130004",2021,20.5,3.86
"061130004",2022,22.7,3.99
"080013001",1980,140,22.93
"080013001",1981,149,24.58
"080013001",1983,170,25.17
"080013001",1984,134,23.2
"080013001",1985,132,23.71
"080013001",1986,133,27.2
"080013001",1987,134,25.67
"080013001",1988,132,27.36
"080013001",1992,110,23.45
"080013001",1993,93,20.52
"080013001",1995,78,22.61
"080013001",1996,95,21.51
"080013001",1997,102,23.23
"080013001",1998,80,22.9
"080013001",1999,78,19.42
"080013001",2000,78,14.94
"080013001",2001,81,25.79
"080013001",2003,78,21.45
"080013001",2004,87,21.5
"080013001",2005,75,20.32
"080013001",2006,75,19.04
"080013001",2007,80,20.42
"080013001",2008,71,17.19
"080013001",2009,63,14.29
"080013001",2010,56,16.01
"080013001",2011,64,18.14
"080013001",2012,64,18.9
"080013001",2013,58,16.93
"080013001",2014,66,18.36
"080013001",2015,61,17.51
"080013001",2016,60,16.02
"080013001",2017,58.5,14.45
"080013001",2018,60.3,15.66
"080013001",2019,61.8,16.57
"080013001",2020,57.3,15.51
"080013001",2021,54.5,15.39
"080013001",2022,57.3,16.72
"080017015",1993,91,17.45
"080050003",1991,96,27.58
"080050003",1992,94,28.63
"080050003",1993,95,25.89
"080050003",1994,87,26.79
"080050003",1995,81,26.01
"080051002",1981,94,14.75
"080051002",1982,88,16.13
"080051002",1983,122,18.09
"080051002",1984,100,17.4
"080051002",1985,86,17.59
"080051002",1986,94,18.96
"080051002",1987,107,18.96
"080077004",2018,14.5,2.25
"080077004",2019,15.9,2.28
"080077004",2020,14.5,2.72
"080077004",2021,14.6,2.72
"080077004",2022,14.7,2.27
"080290007",2019,11.5,1.78
"080290007",2020,10.7,1.74
"080290007",2021,12.1,1.66
"080310002",1980,173,49.57
"080310002",1981,185,47.28
"080310002",1982,157,41.27
"080310002",1983,233,52.31
"080310002",1984,188,47.24
"080310002",1985,160,47.48
"080310002",1986,155,46.83
"080310002",1987,165,41.33
"080310002",1988,125,38.79
"080310002",1992,178,40.55
"080310002",1993,146,33.47
"080310002",1994,104,35.34
"080310002",1995,99,34.77
"080310002",1996,98,33.09
"080310002",1997,94,33.89
"080310002",1998,94,35.28
"080310002",2001,106,36.79
"080310002",2002,87,35.37
"080310002",2004,69,27.23
"080310002",2005,67,27.59
"080310002",2006,77,29.38
"080310002",2007,83,27.12
"080310002",2010,71,27.7
"080310002",2011,72,24.43
"080310002",2012,72,24.52
"080310002",2013,67.6,24.14
"080310002",2014,76.6,22.74
"080310002",2015,71.6,21.98
"080310002",2016,74.8,21.23
"080310002",2017,67.4,19.18
"080310002",2018,66.2,18.56
"080310002",2019,66,18.63
"080310002",2020,66.8,15.43
"080310002",2021,62.2,15.4
"080310002",2022,58.1,15.17
"080310026",2015,59.9,20.39
"080310026",2016,64.4,19.13
"080310026",2017,60.2,18.37
"080310026",2018,57.4,18.72
"080310026",2019,60,18.37
"080310026",2020,57.5,15.34
"080310026",2021,58.6,15.88
"080310026",2022,54.1,15.89
"080310027",2014,69.6,25.45
"080310027",2015,63.8,26.97
"080310027",2016,64.7,25.75
"080310027",2017,63.2,24.46
"080310027",2018,62.2,23.93
"080310027",2019,69.4,24.05
"080310027",2020,62.5,20.98
"080310027",2021,59.4,21.28
"080310027",2022,60.4,21.26
"080310028",2016,77.1,29.35
"080310028",2017,69.8,27.39
"080310028",2018,69.6,27.07
"080310028",2019,68.7,26.73
"080310028",2020,70.6,25.15
"080310028",2021,71.1,26
"080310028",2022,63.4,24.41
"080410004",1980,110,27.26
"080410004",1981,120,25.99
"080410004",1982,90,21.92
"080410004",1983,113,31.36
"080410004",1984,119,30.16
"080416001",1988,46,6.86
"080416001",1989,49,7.27
"080416001",1990,44,6.78
"080416001",1991,50,7.63
"080416001",1992,42,8.23
"080416001",1993,40,7.84
"080416001",1994,43,8.33
"080416001",1995,43,8.16
"080416001",1996,37,6.81
"080416001",1997,41,7.42
"080416001",1998,41,7.25
"080416001",1999,39,7.02
"080416001",2000,41,8.89
"080416003",1988,53,13.58
"080416003",1989,54,12.57
"080416003",1990,47,11.87
"080416004",1988,74,17.77
"080416004",1989,66,15.35
"080416004",1990,59,15.92
"080416004",1991,57,15.38
"080416004",1992,52,16.84
"080416004",1993,55,17.46
"080416004",1994,59,19.21
"080416004",1995,59,20.7
"080416004",1996,49,18.1
"080416004",1997,50,16.88
"080416004",1998,47,17.06
"080416004",1999,45,16.32
"080416004",2000,47,15.76
"080416005",1988,88,20.78
"080416005",1989,75,18.14
"080416005",1990,72,16.61
"080416005",1991,98,19.64
"080416005",1992,68,20.02
"080416005",1993,67,18.94
"080416005",1994,58,18.23
"080416005",1995,58,18.08
"080416006",1988,43,5.9
"080416006",1989,46,6.16
"080416006",1990,36,5.83
"080416006",1991,47,6.97
"080416006",1992,44,8.34
"080416006",1993,51,7.98
"080416006",1994,42,7.71
"080416006",1995,45,7.33
"080416009",1988,63,10.97
"080416009",1989,62,10.69
"080416009",1990,52,9.3
"080416009",1991,51,10.31
"080416009",1992,54,11.83
"080416009",1993,51,10.32
"080416009",1994,49,11.69
"080416009",1995,46,11.64
"080416011",1990,88,24.24
"080416011",1991,101,24.63
"080416011",1992,73,23.75
"080416011",1993,61,20.36
"080416011",1994,61,25.02
"080416011",1995,137,23.23
"080416011",1996,178,23.63
"080416011",1997,59,19.78
"080416011",1998,57,20.48
"080416011",1999,54,19.27
"080416011",2000,46,16.86
"080416013",1990,77,23.29
"080416013",1991,80,23.6
"080416013",1992,74,23.21
"080416013",1993,71,23.38
"080416013",1994,69,23.27
"080416013",1995,62,21.92
"080416018",1997,63,19.31
"080416018",1998,61,17.9
"080416018",1999,88,17.95
"080416018",2000,180,34.8
"080450019",2013,38.1,5.99
"080450019",2014,23.9,4.64
"080450019",2016,19.5,3.61
"080450019",2017,21.4,4.04
"080450019",2018,22.1,4.79
"080450019",2019,18.5,3.75
"080450019",2020,18.3,3.5
"080450019",2021,16,3.13
"080450020",2015,33.3,4.67
"080570003",2013,6.1,1.44
"080570003",2014,6.8,1.14
"080570003",2015,6.3,1.28
"080590006",1996,46,7.13
"080590006",1997,56,8
"080590006",1998,50,7.37
"080590006",2019,28.8,3.59
"080590006",2020,25.1,2.46
"080590006",2021,25.2,2.62
"080590006",2022,25.7,2.79
"080590008",1993,62,9.59
"080590008",1994,57,8.74
"080590008",1996,51,8.77
"080590008",1997,55,9.15
"080590008",1999,47,9.14
"080590008",2000,54,10.29
"080590009",1996,48,7.98
"080590009",1997,59,9.15
"080590009",1998,52,9.32
"080590010",1996,48,6.09
"080590010",1997,47,6.46
"080590010",1998,48,6.6
"080590010",1999,45,7.96
"080590010",2000,51,9.44
"080671004",2005,18,2.53
"080671004",2006,17,2.58
"080671004",2007,19,2.24
"080671004",2008,13,2.09
"080671004",2009,16,2.27
"080671004",2010,16,2.14
"080671004",2011,21,2.21
"080671004",2012,14,1.75
"080671004",2014,10.1,1.56
"080671004",2015,9.5,1.12
"080671004",2016,7.1,1.04
"080671004",2017,9.6,0.81
"080671004",2018,7.4,1.13
"080671004",2020,6.9,0.86
"080671004",2021,7.2,0.97
"080671004",2022,7.1,1.05
"080677001",1992,37,5.47
"080677001",1995,28,4.61
"080677001",1996,24,4.59
"080677001",1997,27,4.82
"080677001",1998,30,5.11
"080677001",2000,27,4.77
"080677001",2001,30,4.9
"080677001",2006,26,4.85
"080677001",2007,35,6.28
"080677001",2008,30,5.89
"080677001",2010,35,5.95
"080677001",2011,33,5.34
"080677001",2012,27,4.19
"080677001",2013,28,4.25
"080677001",2014,22,3.8
"080677001",2015,22,3.63
"080677001",2016,22.6,4.23
"080677001",2017,22,4.63
"080677001",2018,18.8,4.21
"080677001",2019,20.3,4.27
"080677001",2020,16,3.68
"080677001",2021,16.1,3.7
"080677001",2022,15.7,3.44
"080677002",1993,15,1.87
"080677002",1994,23,2.53
"080677003",1998,30,7.18
"080677003",2000,38,9.08
"080677003",2002,39,8.37
"080677003",2003,42,8.6
"080677003",2004,37,8.81
"080677003",2006,40,7.63
"080677003",2007,42,7.31
"080677003",2009,37,6.76
"080677003",2010,39,6.32
"080677003",2011,38,6.82
"080677003",2012,29,5.51
"080677003",2013,35,5.55
"080677003",2014,24,4.66
"080677003",2015,25,4.49
"080677003",2016,22,5.01
"080677003",2017,26.8,5.66
"080677003",2018,25.7,5.35
"080677003",2019,26.3,4.99
"080677003",2020,20.7,5.19
"080677003",2021,22.8,5.12
"080677003",2022,18.2,4.31
"080930002",2016,4.5,0.41
"080930002",2017,5.8,0.85
"081030005",2010,5.2,0.96
"081030005",2011,4.5,0.85
"081030005",2012,5.3,0.76
"081030005",2013,4.2,0.68
"081030005",2014,3.8,0.62
"081030005",2015,4,0.66
"081030005",2016,4.2,0.64
"081030005",2017,3.8,0.48
"081030005",2018,3.9,0.67
"081030006",2011,22.7,3.11
"081030006",2012,18.6,2.38
"081030006",2013,24.2,3.15
"081030006",2014,14.3,1.66
"081030006",2015,15.9,1.68
"081030006",2016,13.6,1.32
"081030006",2017,16.8,1.36
"081030006",2018,24,2.13
"081030006",2019,24.5,2.53
"081030006",2020,25.7,2.11
"081030006",2021,21.7,2.02
"081030006",2022,13.6,1.26
"081030007",2021,3.1,0.62
"081030007",2022,3.7,0.63
"081230013",2021,42.2,5.67
"081230013",2022,47.3,7.85
"090010113",1988,86,27.09
"090010113",1989,78,25.56
"090010113",1990,86,25.5
"090010113",1991,80,24.83
"090010113",1992,75,23.84
"090010113",1993,71,24.26
"090010113",1994,78,26.13
"090010113",1995,82,24.31
"090010113",1996,72,23.54
"090010113",1997,69,22.57
"090010123",1982,96,28.52
"090010123",1983,104,27.6
"090010123",1984,104,27.49
"090010123",1985,84,26.86
"090010123",1986,84,26.64
"090010123",1987,89,25.71
"090019003",1998,65,18.33
"090019003",1999,67,17.65
"090019003",2000,62,17.7
"090019003",2001,75,20.53
"090019003",2002,72,18.76
"090019003",2003,61,16.44
"090019003",2004,53,14.37
"090019003",2005,60,15.3
"090019003",2006,53,14.35
"090019003",2007,57,13.85
"090019003",2008,52,12.04
"090019003",2009,48,10
"090019003",2010,50,10.13
"090019003",2011,51,10.57
"090019003",2012,38,8.44
"090019003",2013,44,9.18
"090019003",2014,48,9.04
"090019003",2018,40.2,8.54
"090019003",2019,39.6,7.82
"090019003",2020,38.7,7.89
"090019003",2021,40.7,8.29
"090019003",2022,38.5,8.44
"090030025",2014,51,14.5
"090030025",2015,51.2,15.18
"090030025",2016,53.7,16.11
"090030025",2017,55.5,16.29
"090030025",2018,40.8,12.84
"090030025",2019,42.3,12.68
"090030025",2020,42.1,12.03
"090030025",2021,38.8,11.85
"090030025",2022,42.2,13.18
"090031003",1981,65,19.27
"090031003",1982,71,21.34
"090031003",1983,78,21.05
"090031003",1984,90,21.31
"090031003",1985,66,21
"090031003",1986,75,21.65
"090031003",1987,78,19.99
"090031003",1988,67,20.41
"090031003",1989,64,20.35
"090031003",1990,68,19.04
"090031003",1991,60,20.3
"090031003",1992,51,17.01
"090031003",1993,59,18.45
"090031003",1994,76,20.31
"090031003",1995,59,16.6
"090031003",1997,56,17.86
"090031003",1998,59,19.83
"090031003",1999,62,17.95
"090031003",2000,60,16.61
"090031003",2001,64,19.81
"090031003",2002,57,17.32
"090031003",2003,58,16.94
"090031003",2004,54,14.86
"090031003",2005,59,15.54
"090031003",2006,48,12.62
"090031003",2007,49,11.94
"090031003",2008,44,10.67
"090031003",2009,46,9.93
"090031003",2010,44,9.61
"090031003",2011,58,11.16
"090031003",2012,37,8.9
"090031003",2013,43,8.22
"090031003",2014,45,8.69
"090031003",2015,47.4,9.58
"090031003",2016,42.8,8.97
"090031003",2017,47.1,8.87
"090031003",2018,39.5,7.88
"090031003",2019,38.9,7.5
"090031003",2020,36.1,7.86
"090031003",2021,39.3,7.19
"090031003",2022,38.6,7.63
"090031123",1980,99,29.07
"090050004",2007,40,9.1
"090050004",2008,32,7.53
"090050004",2009,34,6.77
"090050005",2011,25,2.46
"090050005",2012,19,1.67
"090050005",2013,23,1.61
"090050005",2014,23,1.95
"090050005",2015,26.4,2.3
"090090027",2004,70,20.25
"090090027",2005,75,21.85
"090090027",2006,66,19.6
"090090027",2007,64,18.13
"090090027",2008,54,15.36
"090090027",2009,52,14.26
"090090027",2010,57,13.56
"090090027",2011,67,15.43
"090090027",2012,46,13.36
"090090027",2013,52,13.62
"090090027",2014,50,12.96
"090090027",2015,54.5,13.83
"090090027",2016,53.2,13.57
"090090027",2017,58.6,13.05
"090090027",2018,52,12.29
"090090027",2019,46.3,11.5
"090090027",2020,44.5,11.02
"090090027",2021,48.1,11.66
"090090027",2022,43.7,11.57
"090091123",1982,100,29.7
"090091123",1983,105,30.4
"090091123",1984,106,30.98
"090091123",1985,88,30.66
"090091123",1986,89,28.87
"090091123",1987,98,28.38
"090091123",1988,95,29.34
"090091123",1989,84,28.39
"090091123",1990,83,26.95
"090091123",1991,80,27.62
"090091123",1992,75,25.06
"090091123",1993,83,26.6
"090091123",1994,86,29.99
"090091123",1995,79,25.14
"090091123",1996,72,25.98
"090091123",1997,71,23.58
"090091123",1998,75,26.89
"090091123",1999,71,25.6
"090091123",2000,71,25.2
"090091123",2001,77,27.35
"090091123",2002,76,25.41
"090091123",2003,66,24.57
"100031003",1993,62,19.11
"100031003",1994,64,19.02
"100031003",1995,64,17.31
"100031003",1996,59,19.04
"100031003",1997,57,17.77
"100031003",1998,57,16.13
"100031003",1999,60,18.1
"100031007",1994,57,16.21
"100031007",1995,57,14.84
"100032002",1980,160,34.32
"100032002",1982,80,18.42
"100032002",1983,100,32.35
"100032002",1984,90,31.77
"100032002",1985,80,28.62
"100032002",1986,80,29.39
"100032002",1987,90,31.51
"100032002",1988,90,33.03
"100032002",1989,90,33.53
"100032004",2002,58,18.91
"100032004",2003,60,18.98
"100032004",2005,65,17.68
"100032004",2006,67,17.8
"100032004",2008,68,16.35
"100032004",2010,50,12.93
"100032004",2012,44.9,11.78
"100032004",2015,47.3,12.18
"100032004",2016,48.2,11.58
"100032004",2017,42,10.65
"100032004",2018,42.1,9.88
"100032004",2019,42,10.28
"100032004",2020,41.9,9.4
"100032004",2021,41.8,9.34
"100033001",1983,80,21.76
"100033001",1984,80,23.2
"100033001",1985,160,23.08
"100033001",1987,80,27.29
"100033001",1988,90,27.44
"100033001",1989,80,28.66
"100033001",1990,84,24.58
"100051003",2013,18.2,2.36
"110010017",1981,100,34.15
"110010017",1983,94,32.62
"110010017",1984,87,32.01
"110010017",1985,105,36.44
"110010017",1986,89,29.18
"110010017",1987,63,24
"110010017",1988,102,27.1
"110010017",1989,89,24.7
"110010017",1990,85,29.45
"110010017",1991,101,30.25
"110010017",1992,88,25.68
"110010017",1993,77,26.77
"110010017",1994,78,29.49
"110010017",1995,77,24.79
"110010025",1981,95,29.21
"110010025",1982,90,25.81
"110010025",1983,82,23.76
"110010025",1984,102,28.87
"110010025",1985,84,28.03
"110010025",1986,122,34.71
"110010025",1987,98,31.01
"110010025",1989,81,16.69
"110010025",1990,109,27.28
"110010025",1991,75,22.66
"110010025",1992,78,26.13
"110010025",1993,80,26.28
"110010025",1994,79,26.86
"110010025",1995,67,23.05
"110010025",1996,62,23.73
"110010025",1997,65,22.43
"110010025",1998,71,23.69
"110010025",1999,65,21.54
"110010025",2000,60,19.76
"110010025",2001,66,23.1
"110010025",2002,70,23.44
"110010025",2003,70,24.8
"110010025",2004,61,20.69
"110010025",2005,59,18.9
"110010025",2006,56,16.66
"110010025",2007,54,17.33
"110010025",2008,49,15.1
"110010025",2009,53,15.28
"110010025",2010,55.2,14.47
"110010041",1995,73,24.71
"110010041",1996,68,25.04
"110010041",1997,73,24.6
"110010041",1998,80,26.48
"110010041",1999,74,24.37
"110010041",2000,80,22.69
"110010041",2001,69,24.31
"110010041",2002,74,24.42
"110010041",2003,68,22.61
"110010041",2004,64,20.96
"110010041",2005,71,20.84
"110010041",2006,60,15.94
"110010041",2007,58,15.41
"110010041",2008,61,18
"110010041",2009,63,18.29
"110010041",2010,59,17.6
"110010041",2011,55,16.1
"110010041",2012,51,16.6
"110010041",2013,48,11.66
"110010041",2017,43,11.17
"110010041",2018,45,11.45
"110010041",2019,49.3,12.34
"110010041",2020,42.2,10.14
"110010041",2021,47.9,11.09
"110010041",2022,45.9,11.27
"110010043",1995,86,19.32
"110010043",1996,70,19.55
"110010043",1997,70,17.45
"110010043",1998,61,18.11
"110010043",1999,68,17.93
"110010043",2000,67,18.39
"110010043",2001,76,24.19
"110010043",2002,68,23.03
"110010043",2003,67,23.27
"110010043",2004,65,22.06
"110010043",2005,67,21.47
"110010043",2006,59,19.04
"110010043",2007,57,17.61
"110010043",2008,58,15.51
"110010043",2009,62,15
"110010043",2010,57,15.46
"110010043",2011,52,14.83
"110010043",2012,50.1,13.88
"110010043",2013,47.7,11.56
"110010043",2014,44.9,11.4
"110010043",2015,52.9,13.47
"110010043",2016,51.4,12.02
"110010043",2017,44.4,10.57
"110010043",2018,43.8,10.15
"110010043",2019,45.9,10.21
"110010043",2020,44.7,9.16
"110010043",2021,49.7,9.53
"110010043",2022,44.6,9.7
"110010050",2014,47,10.85
"110010050",2015,52,11.4
"110010050",2016,43.9,10.44
"110010050",2017,40.5,10.16
"110010050",2018,39.8,9.76
"110010050",2019,48,10.24
"110010050",2020,43.4,8.51
"110010050",2021,47.8,9.8
"110010051",2016,58.6,17.51
"110010051",2017,58.3,14.9
"110010051",2018,49,13.14
"110010051",2019,47.6,13.94
"110010051",2020,44.4,11.66
"110010051",2021,50.2,14.64
"110010051",2022,46.1,14.19
"120110003",1991,44,9.22
"120110003",1992,45,8.99
"120110003",1993,47,9.27
"120110003",1994,44,8.96
"120110003",1995,46,9.42
"120110003",1996,41,8.19
"120110003",1997,45,8.55
"120110031",1998,42,9.04
"120110031",1999,47,9.99
"120110031",2000,44,9.32
"120110031",2001,44,10.13
"120110031",2002,42,9.33
"120110031",2003,38,9.03
"120110031",2004,37,7.62
"120110031",2005,39,7.2
"120110031",2006,43,7.78
"120110031",2007,40,5.75
"120110031",2008,32,4.99
"120110031",2009,31,5.7
"120110031",2010,36,5.76
"120110031",2011,33,5.36
"120110035",2017,45.9,14.72
"120110035",2018,42.2,15.03
"120110035",2019,47.5,14.6
"120110035",2020,39.4,12.61
"120110035",2021,42.6,13.33
"120110035",2022,43.2,13.39
"120118002",1991,54,8.18
"120118002",1992,62,8.74
"120118002",1993,60,9.73
"120118002",1994,50,8.13
"120118002",1995,55,10.29
"120118002",1996,56,8.97
"120118002",1997,49,9.07
"120118002",1998,60,8.89
"120118002",1999,64,9.94
"120118002",2000,65,9.53
"120118002",2001,61,8.73
"120118002",2002,47,6.87
"120118002",2003,52,8.37
"120118002",2004,59,7.92
"120118002",2005,53,7.94
"120118002",2006,55,7.84
"120118002",2007,54,6.41
"120118002",2008,40,5.15
"120118002",2009,43,6.36
"120118002",2010,49,7.12
"120118002",2011,40,5.57
"120118002",2012,47,4.98
"120118002",2013,42,4.33
"120118002",2014,50,6.59
"120118002",2015,39,4.68
"120118002",2016,43,4.8
"120118002",2017,43.8,5.43
"120118002",2018,45.6,5.49
"120118002",2019,44.8,5.41
"120118002",2020,39.5,4.1
